"Step","1 - eval/episode_reward","1 - eval/episode_reward__MIN","1 - eval/episode_reward__MAX","0 - eval/episode_reward","0 - eval/episode_reward__MIN","0 - eval/episode_reward__MAX","4 - eval/episode_reward","4 - eval/episode_reward__MIN","4 - eval/episode_reward__MAX","2 - eval/episode_reward","2 - eval/episode_reward__MIN","2 - eval/episode_reward__MAX","3 - eval/episode_reward","3 - eval/episode_reward__MIN","3 - eval/episode_reward__MAX"
"0","8.375849681383121","8.375849681383121","8.375849681383121","0.4090052947005535","0.4090052947005535","0.4090052947005535","0.24794689569628026","0.24794689569628026","0.24794689569628026","0.25308650454696474","0.25308650454696474","0.25308650454696474","6.479855227806475","6.479855227806475","6.479855227806475"
"10000","2.6633930449676066","2.6633930449676066","2.6633930449676066","20.285392980083873","20.285392980083873","20.285392980083873","0.2323885566468892","0.2323885566468892","0.2323885566468892","8.489714785167774","8.489714785167774","8.489714785167774","1.0380367208497205","1.0380367208497205","1.0380367208497205"
"20000","128.26360640375304","128.26360640375304","128.26360640375304","94.7265490560761","94.7265490560761","94.7265490560761","162.6073224789318","162.6073224789318","162.6073224789318","75.86193387455485","75.86193387455485","75.86193387455485","58.080757566963335","58.080757566963335","58.080757566963335"
"30000","194.05736229629755","194.05736229629755","194.05736229629755","138.4813513274413","138.4813513274413","138.4813513274413","159.58930208380514","159.58930208380514","159.58930208380514","205.73624290262796","205.73624290262796","205.73624290262796","152.81734883971527","152.81734883971527","152.81734883971527"
"40000","67.19083280029318","67.19083280029318","67.19083280029318","199.81344847287716","199.81344847287716","199.81344847287716","203.44754765855478","203.44754765855478","203.44754765855478","228.27430873114136","228.27430873114136","228.27430873114136","139.59303813578526","139.59303813578526","139.59303813578526"
"50000","216.67302115904573","216.67302115904573","216.67302115904573","224.68202510527027","224.68202510527027","224.68202510527027","190.08282584664482","190.08282584664482","190.08282584664482","227.92266738022812","227.92266738022812","227.92266738022812","185.81771925542637","185.81771925542637","185.81771925542637"
"60000","193.84438662169856","193.84438662169856","193.84438662169856","224.84201296765758","224.84201296765758","224.84201296765758","184.6735265982805","184.6735265982805","184.6735265982805","219.7441995801887","219.7441995801887","219.7441995801887","206.38157555999464","206.38157555999464","206.38157555999464"
"70000","219.5613616631572","219.5613616631572","219.5613616631572","226.2146155663658","226.2146155663658","226.2146155663658","222.15477769528897","222.15477769528897","222.15477769528897","227.71537223047682","227.71537223047682","227.71537223047682","217.75584617470386","217.75584617470386","217.75584617470386"
"80000","231.04077853458858","231.04077853458858","231.04077853458858","221.66053488414272","221.66053488414272","221.66053488414272","222.75037856140753","222.75037856140753","222.75037856140753","225.9284956321369","225.9284956321369","225.9284956321369","228.2077676289463","228.2077676289463","228.2077676289463"
"90000","231.6108028166178","231.6108028166178","231.6108028166178","230.47259577384042","230.47259577384042","230.47259577384042","223.42279729954885","223.42279729954885","223.42279729954885","207.285479436185","207.285479436185","207.285479436185","218.15190274477203","218.15190274477203","218.15190274477203"
"100000","229.75028770127383","229.75028770127383","229.75028770127383","218.37270359814678","218.37270359814678","218.37270359814678","221.53843298020502","221.53843298020502","221.53843298020502","230.09418155897274","230.09418155897274","230.09418155897274","216.70301169762993","216.70301169762993","216.70301169762993"
