"Step","3 - eval/episode_reward","3 - eval/episode_reward__MIN","3 - eval/episode_reward__MAX","4 - eval/episode_reward","4 - eval/episode_reward__MIN","4 - eval/episode_reward__MAX","2 - eval/episode_reward","2 - eval/episode_reward__MIN","2 - eval/episode_reward__MAX","1 - eval/episode_reward","1 - eval/episode_reward__MIN","1 - eval/episode_reward__MAX","0 - eval/episode_reward","0 - eval/episode_reward__MIN","0 - eval/episode_reward__MAX"
"0","114.16534199685752","114.16534199685752","114.16534199685752","84.84883902008212","84.84883902008212","84.84883902008212","111.995737847421","111.995737847421","111.995737847421","72.09722146830106","72.09722146830106","72.09722146830106","141.00770510755586","141.00770510755586","141.00770510755586"
"10000","114.96646620514859","114.96646620514859","114.96646620514859","103.68875177272363","103.68875177272363","103.68875177272363","99.343235487222","99.343235487222","99.343235487222","101.18548475331555","101.18548475331555","101.18548475331555","93.85249763905802","93.85249763905802","93.85249763905802"
"20000","527.4724097785216","527.4724097785216","527.4724097785216","86.3397191343531","86.3397191343531","86.3397191343531","360.0900573923715","360.0900573923715","360.0900573923715","457.95771192209247","457.95771192209247","457.95771192209247","82.80899746710054","82.80899746710054","82.80899746710054"
"30000","398.11450537558187","398.11450537558187","398.11450537558187","151.0735676116865","151.0735676116865","151.0735676116865","635.1128785736948","635.1128785736948","635.1128785736948","367.3574234042159","367.3574234042159","367.3574234042159","357.3300173070729","357.3300173070729","357.3300173070729"
"40000","705.7502516401477","705.7502516401477","705.7502516401477","404.06245982718826","404.06245982718826","404.06245982718826","768.4043507218983","768.4043507218983","768.4043507218983","677.9077524239439","677.9077524239439","677.9077524239439","426.4695410734513","426.4695410734513","426.4695410734513"
"50000","857.1734342300864","857.1734342300864","857.1734342300864","865.0434578727267","865.0434578727267","865.0434578727267","909.0269934690317","909.0269934690317","909.0269934690317","902.8924397502299","902.8924397502299","902.8924397502299","189.82386324350497","189.82386324350497","189.82386324350497"
"60000","962.0812804365074","962.0812804365074","962.0812804365074","711.5501671494334","711.5501671494334","711.5501671494334","910.1280849573608","910.1280849573608","910.1280849573608","874.9431941064311","874.9431941064311","874.9431941064311","786.102722934729","786.102722934729","786.102722934729"
"70000","934.1301254879133","934.1301254879133","934.1301254879133","814.8087893004105","814.8087893004105","814.8087893004105","958.3296249579369","958.3296249579369","958.3296249579369","907.0062635048089","907.0062635048089","907.0062635048089","877.7205458270973","877.7205458270973","877.7205458270973"
"80000","933.5956366802386","933.5956366802386","933.5956366802386","916.5506327336698","916.5506327336698","916.5506327336698","934.761142416192","934.761142416192","934.761142416192","962.0693955518633","962.0693955518633","962.0693955518633","909.599176373655","909.599176373655","909.599176373655"
"90000","900.7893604678411","900.7893604678411","900.7893604678411","938.1854403973163","938.1854403973163","938.1854403973163","952.4395717721003","952.4395717721003","952.4395717721003","916.2980250944805","916.2980250944805","916.2980250944805","943.8268089302962","943.8268089302962","943.8268089302962"
"100000","955.0043107446121","955.0043107446121","955.0043107446121","959.2836132180303","959.2836132180303","959.2836132180303","939.6977857488373","939.6977857488373","939.6977857488373","968.3263871080657","968.3263871080657","968.3263871080657","965.8826145895403","965.8826145895403","965.8826145895403"
